SeniorCitizen,tenure,NumbervMailMessages,TotalDayMinutes,TotalDayCalls,TotalEveMinutes,TotalEveCalls,TotalNightMinutes,TotalNightCalls,TotalIntlMinutes,TotalIntlCalls,CustomerServiceCalls,TotalCall,gender_Female,gender_Male,MaritalStatus_No,MaritalStatus_Yes,Dependents_No,Dependents_Yes,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternationalPlan_No,InternationalPlan_Yes,VoiceMailPlan_No,VoiceMailPlan_Yes,TotalRevenue_Grouped_Other,Churn
0.0,-0.8169614080227414,-0.5914835822516527,-0.21158759388424217,1.8818835439201638,0.820428513485888,0.3540707285116605,0.08204318371217177,0.31757277155448727,2.0132336560001503,-0.13183763424572945,-1.3637382401917606,1.3940928256168297,1.0276858402764983,-1.0276858402764983,-1.1041020234994816,1.1041020234994818,-1.428656149729732,1.428656149729732,0.0,0.3196600376689992,-0.31966003766899925,1.4890203044892787,-0.7104508472234659,-0.7398336032147128,1.2074620498259632,-0.7398336032147128,-0.5610640778095549,-0.7941197788066974,-0.7398336032147128,1.689135634208041,1.23490890352282,-0.7398336032147128,-0.5776967140268152,-0.826639784509143,-0.7398336032147128,1.7779338258603417,-0.7826122013902661,-0.7398336032147128,1.6593307019333217,1.2975264464460947,-0.7398336032147128,-0.6137620397090736,-1.07706906490568,1.8368494080984419,-0.553203834728777,-0.9830420547545085,0.9830420547545085,-0.5128141972580775,-0.5174769818825227,-0.6021900613525886,1.4765986290967403,0.32758047881347035,-0.32758047881347013,0.6183962614101614,-0.6183962614101615,0.0,0
0.0,-1.0319342789994828,-0.5914835822516527,-1.0965135861450948,0.589719804275098,-1.4171600426840496,-0.31921684261454614,-0.6472007045180476,0.31757277155448727,0.002529100562475165,2.2851856602593124,-0.29500098306522915,0.5648240551699821,-0.9730600158225489,0.9730600158225489,0.9057134021279202,-0.9057134021279201,0.6999584890942272,-0.6999584890942272,0.0,0.3196600376689992,-0.31966003766899925,-0.6715825143451861,1.4075569110912136,-0.7398336032147128,1.2074620498259632,-0.7398336032147128,-0.5610640778095549,1.2592558788835448,-0.7398336032147128,-0.5920187696879885,-0.8097763301788984,-0.7398336032147128,1.7310120963465365,1.2097167578182577,-0.7398336032147128,-0.5624506297449184,1.277772053928657,-0.7398336032147128,-0.6026526230334517,1.2975264464460947,-0.7398336032147128,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.9830420547545085,0.9830420547545085,-0.5128141972580775,-0.5174769818825227,1.660605287563057,-0.6772321064741286,-3.0526849573639168,3.0526849573639168,0.6183962614101614,-0.6183962614101615,0.0,1
0.0,-0.8169614080227414,2.0426303644956025,-0.023588295099211756,1.726823895162756,-0.4605246435557901,0.09511397038619639,-1.52931724920446,-0.9471529648881373,-0.8868209912657276,-0.13183763424572945,0.7737362740613024,0.5055905715666359,1.0276858402764983,-1.0276858402764983,0.9057134021279202,-0.9057134021279201,-1.428656149729732,1.428656149729732,0.0,0.3196600376689992,-0.31966003766899925,1.4890203044892787,-0.7104508472234659,-0.7398336032147128,1.2074620498259632,-0.7398336032147128,-0.5610640778095549,1.2592558788835448,-0.7398336032147128,-0.5920187696879885,1.23490890352282,-0.7398336032147128,-0.5776967140268152,-0.826639784509143,-0.7398336032147128,1.7779338258603417,-0.7826122013902661,-0.7398336032147128,1.6593307019333217,-0.7706972006150404,-0.7398336032147128,1.6292959409382317,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.9830420547545085,0.9830420547545085,-0.5128141972580775,1.9324531042175455,-0.6021900613525886,-0.6772321064741286,0.32758047881347035,-0.32758047881347013,-1.6170861022341643,1.6170861022341638,0.0,0
0.0,1.8487021920888516,-0.5914835822516527,0.1947947287419857,-1.6844883775002177,1.2446932533977808,-1.8729573913673305,-1.4632101545207006,-0.4201839080370437,-0.5774818288907003,-0.13183763424572945,-1.3637382401917606,-2.3376166413939843,1.0276858402764983,-1.0276858402764983,-1.1041020234994816,1.1041020234994818,0.6999584890942272,-0.6999584890942272,0.0,0.3196600376689992,-0.31966003766899925,-0.6715825143451861,1.4075569110912136,-0.7398336032147128,-0.8281833786363209,-0.7398336032147128,1.782327615598022,-0.7941197788066974,-0.7398336032147128,1.689135634208041,-0.8097763301788984,-0.7398336032147128,1.7310120963465365,-0.826639784509143,-0.7398336032147128,1.7779338258603417,-0.7826122013902661,-0.7398336032147128,1.6593307019333217,-0.7706972006150404,-0.7398336032147128,1.6292959409382317,-1.07706906490568,-0.5444104430070061,1.8076519670010738,-0.9830420547545085,0.9830420547545085,1.950024015221998,-0.5174769818825227,-0.6021900613525886,-0.6772321064741286,0.32758047881347035,-0.32758047881347013,0.6183962614101614,-0.6183962614101615,0.0,0
0.0,-0.9029505564134379,-0.5914835822516527,-2.1314592208707697,-1.6844883775002177,-0.11173007372437795,-0.7335476556152887,0.7369165904231615,1.9511768477928773,0.6598748206094072,-1.0986469520477462,-0.29500098306522915,-0.38291168248355795,1.0276858402764983,-1.0276858402764983,0.9057134021279202,-0.9057134021279201,0.6999584890942272,-0.6999584890942272,0.0,0.3196600376689992,-0.31966003766899925,1.4890203044892787,-0.7104508472234659,-0.7398336032147128,-0.8281833786363209,-0.7398336032147128,1.782327615598022,1.2592558788835448,-0.7398336032147128,-0.5920187696879885,1.23490890352282,-0.7398336032147128,-0.5776967140268152,1.2097167578182577,-0.7398336032147128,-0.5624506297449184,1.277772053928657,-0.7398336032147128,-0.6026526230334517,1.2975264464460947,-0.7398336032147128,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.9830420547545085,0.9830420547545085,-0.5128141972580775,-0.5174769818825227,1.660605287563057,-0.6772321064741286,0.32758047881347035,-0.32758047881347013,0.6183962614101614,-0.6183962614101615,0.0,0
0.0,-0.9889397048041345,-0.5914835822516527,-0.10714353900366948,-0.2889515386835467,-0.2973458974358311,1.4416891126386095,1.1852053262474036,0.26487586586937795,1.0078813782813125,0.35156702465527895,1.842473531187834,0.8609914731867134,1.0276858402764983,-1.0276858402764983,-1.1041020234994816,1.1041020234994818,0.6999584890942272,-0.6999584890942272,0.0,0.3196600376689992,-0.31966003766899925,-0.6715825143451861,1.4075569110912136,-0.7398336032147128,1.2074620498259632,-0.7398336032147128,-0.5610640778095549,1.2592558788835448,-0.7398336032147128,-0.5920187696879885,1.23490890352282,-0.7398336032147128,-0.5776967140268152,1.2097167578182577,-0.7398336032147128,-0.5624506297449184,1.277772053928657,-0.7398336032147128,-0.6026526230334517,1.2975264464460947,-0.7398336032147128,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.9830420547545085,0.9830420547545085,-0.5128141972580775,-0.5174769818825227,1.660605287563057,-0.6772321064741286,0.32758047881347035,-0.32758047881347013,0.6183962614101614,-0.6183962614101615,0.0,0
0.0,-1.1609180015855276,-0.5914835822516527,-1.2921088161941672,-2.356413522115652,0.44511739740998224,1.2345237061382384,0.8753283199172821,-0.9998498705732466,-0.11347308532816022,1.3183763424572958,1.842473531187834,-1.093713485723713,1.0276858402764983,-1.0276858402764983,0.9057134021279202,-0.9057134021279201,0.6999584890942272,-0.6999584890942272,0.0,-3.1283234754403035,3.1283234754403035,-0.6715825143451861,1.4075569110912136,-0.7398336032147128,1.2074620498259632,-0.7398336032147128,-0.5610640778095549,1.2592558788835448,-0.7398336032147128,-0.5920187696879885,1.23490890352282,-0.7398336032147128,-0.5776967140268152,1.2097167578182577,-0.7398336032147128,-0.5624506297449184,1.277772053928657,-0.7398336032147128,-0.6026526230334517,1.2975264464460947,-0.7398336032147128,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.9830420547545085,0.9830420547545085,-0.5128141972580775,-0.5174769818825227,1.660605287563057,-0.6772321064741286,-3.0526849573639168,3.0526849573639168,0.6183962614101614,-0.6183962614101615,0.0,0
0.0,0.7308432630097966,-0.5914835822516527,2.340645310833752,1.6751373455769532,-0.6257431240022484,-0.7335476556152887,0.5530562333339559,-1.052546776258356,0.4665378441250153,-0.6152422931467378,-1.3637382401917606,-0.14597774807017294,-0.9730600158225489,0.9730600158225489,0.9057134021279202,-0.9057134021279201,0.6999584890942272,-0.6999584890942272,0.0,0.3196600376689992,-0.31966003766899925,1.4890203044892787,-0.7104508472234659,-0.7398336032147128,-0.8281833786363209,-0.7398336032147128,1.782327615598022,1.2592558788835448,-0.7398336032147128,-0.5920187696879885,-0.8097763301788984,-0.7398336032147128,1.7310120963465365,1.2097167578182577,-0.7398336032147128,-0.5624506297449184,1.277772053928657,-0.7398336032147128,-0.6026526230334517,-0.7706972006150404,-0.7398336032147128,1.6292959409382317,-1.07706906490568,1.8368494080984419,-0.553203834728777,1.0172504779053064,-1.0172504779053064,-0.5128141972580775,1.9324531042175455,-0.6021900613525886,-0.6772321064741286,0.32758047881347035,-0.32758047881347013,0.6183962614101614,-0.6183962614101615,0.0,1
0.0,-1.0749288531948311,-0.5914835822516527,-2.2700849664395295,0.021167758831269076,2.142176357057555,1.0273582996378672,-1.5892268037616166,0.0013913374438311466,0.8145444017969208,-0.6152422931467378,-0.29500098306522915,0.6240575387733284,1.0276858402764983,-1.0276858402764983,0.9057134021279202,-0.9057134021279201,0.6999584890942272,-0.6999584890942272,0.0,0.3196600376689992,-0.31966003766899925,-0.6715825143451861,-0.7104508472234659,1.3516552852625032,-0.8281833786363209,1.3516552852625032,-0.5610640778095549,-0.7941197788066974,1.3516552852625032,-0.5920187696879885,-0.8097763301788984,1.3516552852625032,-0.5776967140268152,-0.826639784509143,1.3516552852625032,-0.5624506297449184,-0.7826122013902661,1.3516552852625032,-0.6026526230334517,-0.7706972006150404,1.3516552852625032,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,1.0172504779053064,-1.0172504779053064,-0.5128141972580775,-0.5174769818825227,-0.6021900613525886,1.4765986290967403,0.32758047881347035,-0.32758047881347013,0.6183962614101614,-0.6183962614101615,0.0,0
0.0,-1.0319342789994828,-0.5914835822516527,2.684361200531637,-0.08220534034033618,-0.678776216491235,-0.37100819423963893,-0.14933164768098592,0.31757277155448727,-0.8868209912657276,-0.13183763424572945,-0.29500098306522915,-0.11636100626849981,1.0276858402764983,-1.0276858402764983,-1.1041020234994816,1.1041020234994818,-1.428656149729732,1.428656149729732,0.0,0.3196600376689992,-0.31966003766899925,-0.6715825143451861,-0.7104508472234659,1.3516552852625032,-0.8281833786363209,1.3516552852625032,-0.5610640778095549,-0.7941197788066974,1.3516552852625032,-0.5920187696879885,-0.8097763301788984,1.3516552852625032,-0.5776967140268152,-0.826639784509143,1.3516552852625032,-0.5624506297449184,-0.7826122013902661,1.3516552852625032,-0.6026526230334517,-0.7706972006150404,1.3516552852625032,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,1.0172504779053064,-1.0172504779053064,-0.5128141972580775,-0.5174769818825227,-0.6021900613525886,1.4765986290967403,0.32758047881347035,-0.32758047881347013,0.6183962614101614,-0.6183962614101615,0.0,1
