tenure,NumbervMailMessages,TotalDayMinutes,TotalEveMinutes,TotalIntlMinutes,TotalIntlCalls,CustomerServiceCalls,MultipleLines_No,InternetService_DSL,InternetService_Fiber optic,OnlineSecurity_No,OnlineBackup_No,TechSupport_No,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Electronic check,InternationalPlan_No
-0.17204279509251724,-0.5914835822516527,-1.4971989603232918,0.2697002453310265,0.002529100562475165,0.35156702465527895,0.7737362740613024,0.3196600376689992,-0.6715825143451861,-0.7104508472234659,-0.8281833786363209,-0.7941197788066974,-0.826639784509143,-0.6137620397090736,-1.07706906490568,-0.5444104430070061,1.8076519670010738,-0.6021900613525886,0.32758047881347035
-1.1609180015855276,-0.5914835822516527,-1.0775237579849906,-0.22799493033484847,1.0078813782813125,0.35156702465527895,-0.29500098306522915,0.3196600376689992,1.4890203044892787,-0.7104508472234659,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-1.1609180015855276,-0.5914835822516527,-0.04447710607532619,1.950441330366604,-1.0414905724532413,-0.6152422931467378,1.842473531187834,0.3196600376689992,-0.6715825143451861,1.4075569110912136,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-0.9407356506315995,2.019718036348527,-0.5687006674640404,-0.48658084206108243,-0.17243308570531135,-1.0986469520477462,-0.29500098306522915,0.3196600376689992,1.4890203044892787,-0.7104508472234659,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-0.8735143648266718,-0.5914835822516527,-0.42721276141955083,-0.5952062519075579,-0.7769157065506958,0.35156702465527895,-0.29500098306522915,0.3196600376689992,1.4890203044892787,-0.7104508472234659,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,0.3742855591974863,0.32758047881347035
-0.4730048144599552,-0.5914835822516527,1.3265884870841922,0.8408258567508828,0.5052052394218935,-0.13183763424572945,-1.3637382401917606,0.3196600376689992,-0.6715825143451861,1.4075569110912136,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-1.1609180015855276,-0.5914835822516527,-0.5970811055343562,0.3716869616560008,1.6265597030313663,1.3183763424572958,-0.29500098306522915,0.3196600376689992,1.4890203044892787,-0.7104508472234659,1.2074620498259632,-0.7941197788066974,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,1.660605287563057,-3.0526849573639168
-1.014323580638358,-0.5914835822516527,0.1971255701153356,-0.517464303981656,0.15719868174998808,0.8349716835562874,0.6278170132026638,0.3196600376689992,1.4890203044892787,-0.7104508472234659,1.2074620498259632,1.2592558788835448,-0.826639784509143,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-1.0491262363577794,-0.5914835822516527,-0.7008286619278866,-1.0692374368695603,0.6892546472128217,-1.0986469520477462,0.7737362740613024,0.3196600376689992,-0.6715825143451861,1.4075569110912136,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,1.660605287563057,-3.0526849573639168
1.1607890049632794,-0.5914835822516527,1.0417410646826302,-0.0403393722968959,-0.11347308532816022,-1.5820516109487546,-0.29500098306522915,-3.1283234754403035,1.4890203044892787,-0.7104508472234659,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-0.7014769058449045,-0.5914835822516527,1.7312323252730624,-0.13676365200265372,0.2650402555159474,0.7916068360544346,-0.29500098306522915,0.3196600376689992,-0.6715825143451861,1.4075569110912136,-0.7368774179389213,1.2592558788835448,-0.826639784509143,1.6292959409382317,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-1.1609180015855276,2.481649355620145,0.6847322952726724,0.6348126897744347,-0.3841448524063085,-0.13183763424572945,0.7737362740613024,0.3196600376689992,-0.6715825143451861,-0.7104508472234659,-0.8281833786363209,-0.7941197788066974,-0.826639784509143,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-1.1179234273901792,-0.5914835822516527,0.3524103024708502,1.3589183756817527,-0.3454774571094303,-0.6152422931467378,-1.3637382401917606,0.3196600376689992,1.4890203044892787,-0.7104508472234659,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
0.42988124364235863,-0.5914835822516527,0.8176610923934012,0.5267067704699617,-0.5774818288907003,0.35156702465527895,-0.29500098306522915,0.3196600376689992,-0.6715825143451861,-0.7104508472234659,-0.8281833786363209,-0.7941197788066974,-0.826639784509143,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,1.660605287563057,0.32758047881347035
0.6448541146191,2.0426303644956025,-1.5959460667558332,1.2324548474387846,1.1625509594688261,-0.13183763424572945,-1.3637382401917606,0.3196600376689992,-0.6715825143451861,1.4075569110912136,-0.8281833786363209,-0.7941197788066974,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
1.0747998565725827,-0.5914835822516527,-1.425037613314896,-0.05461751258239208,-0.8868209912657276,0.35156702465527895,0.7737362740613024,0.3196600376689992,-0.6715825143451861,1.4075569110912136,-0.8281833786363209,-0.7941197788066974,-0.826639784509143,1.6292959409382317,-1.07706906490568,-0.5444104430070061,1.8076519670010738,-0.6021900613525886,0.32758047881347035
-1.0864150070335423,0.5829369874561949,1.3373021854782494,-1.2987314397288845,0.4728226281043013,1.5975983554867343,0.32231819836934666,0.3196600376689992,-0.6715825143451861,-0.7104508472234659,-0.8281833786363209,-0.7941197788066974,-0.826639784509143,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,-3.0526849573639168
-0.9459451306087863,2.262139860057874,-1.1838667956815738,-0.8562331028966906,0.38920305353125884,2.768590319160321,0.7737362740613024,0.3196600376689992,-0.6715825143451861,-0.7104508472234659,-0.8281833786363209,-0.7941197788066974,-0.826639784509143,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,-0.6021900613525886,0.32758047881347035
-1.0319342789994828,-0.5914835822516527,2.00832331803193,0.6062564092034418,1.7425618889220018,1.3183763424572958,-1.3637382401917606,0.3196600376689992,-0.6715825143451861,1.4075569110912136,1.2074620498259632,1.2592558788835448,1.2097167578182577,-0.6137620397090736,0.928445568239924,-0.5444104430070061,-0.553203834728777,1.660605287563057,0.32758047881347035
